fd,seed,unit,bin,median_abs_s,n
FD002,0,212,6,1.792259540610564,12
FD002,0,212,7,0.8557639122382796,12
FD002,0,212,8,0.3078414481979581,12
FD002,0,212,9,0.5207574201789908,12
FD002,0,10,0,0.5834699478231666,15
FD002,0,10,1,0.8188938967310652,15
FD002,0,10,2,0.6616361518692521,16
FD002,0,10,3,0.6399293843945227,15
FD002,0,10,4,0.20931894780927002,15
FD002,0,10,5,0.16162734799092227,16
FD002,0,10,6,1.9329850384665952,15
FD002,0,10,7,0.9306984352481658,16
FD002,0,10,8,0.966042337351487,15
FD002,0,10,9,0.7521024656085288,16
FD002,0,104,0,0.1968058968521518,19
FD002,0,104,1,0.24053531118538712,20
FD002,0,104,2,0.5177516790917696,20
FD002,0,104,3,0.6783564917999884,20
FD002,0,104,4,0.4626188478330523,19
FD002,0,104,5,0.4291672543112136,20
FD002,0,104,6,0.595787468915461,20
FD002,0,104,7,0.5131046266091945,20
FD002,0,104,8,0.7603078221365205,20
FD002,0,104,9,0.3928533400839835,20
FD002,0,196,0,0.9350921051275859,20
FD002,0,196,1,1.2404762379690797,21
FD002,0,196,2,0.8682499187324518,21
FD002,0,196,3,1.6389228218936296,21
FD002,0,196,4,1.1322723411497804,21
FD002,0,196,5,1.1467195643384374,21
FD002,0,196,6,1.4730694022879713,21
FD002,0,196,7,0.8949221970027206,21
FD002,0,196,8,0.3180202355575669,21
FD002,0,196,9,0.3867716312697845,21
FD002,0,252,0,3.0680760713837554,10
FD002,0,252,1,2.4403322287671667,10
FD002,0,252,2,1.4826325428339102,11
FD002,0,252,3,1.8890159046794017,10
FD002,0,252,4,1.0787152458855676,11
FD002,0,252,5,1.2167516024246914,11
FD002,0,252,6,1.37003640614809,10
FD002,0,252,7,1.096945563474159,10
FD002,0,252,8,0.5683663219961739,11
FD002,0,252,9,0.5777017476420008,11
FD002,0,68,0,0.9981636871072312,15
FD002,0,68,1,0.7081568843963346,15
FD002,0,68,2,0.3829259883071146,16
FD002,0,68,3,0.1952990241073795,15
FD002,0,68,4,0.3990369698687004,16
FD002,0,68,5,0.2754187838323069,16
FD002,0,68,6,0.2742408955457923,15
FD002,0,68,7,0.6920197609041947,15
FD002,0,68,8,1.0074148745876856,16
FD002,0,68,9,0.40545293688405193,16
FD002,0,193,0,0.7861750828413578,14
FD002,0,193,1,0.6601869139954042,14
FD002,0,193,2,0.4248941269343728,14
FD002,0,193,3,0.9693608033611383,14
FD002,0,193,4,1.4179939078742776,14
FD002,0,193,5,1.3306699564714508,15
FD002,0,193,6,0.5582127804989078,14
FD002,0,193,7,1.1172865425122307,14
FD002,0,193,8,1.4607675980487245,14
FD002,0,193,9,1.6047658501070798,15
FD002,0,118,0,0.6172103952989771,31
FD002,0,118,1,0.6398500173837637,31
FD002,0,118,2,0.5515457885135974,32
FD002,0,118,3,0.7985978562603279,31
FD002,0,118,4,0.9248989393585598,31
FD002,0,118,5,1.454548544957483,32
FD002,0,118,6,1.243790670310498,31
FD002,0,118,7,1.7294528499258244,32
FD002,0,118,8,0.7764676653050594,31
FD002,0,118,9,0.6406282336410154,32
FD002,0,48,0,0.6964081600974974,20
FD002,0,48,1,0.5716676194056229,21
FD002,0,48,2,0.7566758697906248,21
FD002,0,48,3,0.7088914045172819,21
FD002,0,48,4,0.6496234235879925,21
FD002,0,48,5,0.6377707899117466,21
FD002,0,48,6,0.722191417444352,21
FD002,0,48,7,0.29963435200715405,21
FD002,0,48,8,0.3918879082470826,21
FD002,0,48,9,0.32092771653150015,21
FD002,0,173,0,0.9090770527057086,12
FD002,0,173,1,1.828504983333453,12
FD002,0,173,2,1.5559122184566432,12
FD002,0,173,3,3.6722868400082334,12
FD002,0,173,4,1.9911186282657376,12
FD002,0,173,5,1.7556783380790146,12
FD002,0,173,6,1.0771406115444266,12
FD002,0,173,7,1.0970432675722872,12
FD002,0,173,8,0.8508260718409013,12
FD002,0,173,9,0.7578653928327707,13
FD002,1,143,0,0.5688619901495326,13
FD002,1,143,1,0.4992436864422596,14
FD002,1,143,2,0.2386321576629315,13
FD002,1,143,3,0.8101295978648252,14
FD002,1,143,4,1.6197384826628365,13
FD002,1,143,5,1.2639932863482002,14
FD002,1,143,6,0.357375597923711,14
FD002,1,143,7,1.4890334303972457,13
FD002,1,143,8,0.520259645064176,14
FD002,1,143,9,0.4690363007440401,14
FD002,1,158,0,0.34127175171001856,27
FD002,1,158,1,0.43982903851954436,28
FD002,1,158,2,0.30077960039547136,28
FD002,1,158,3,0.5254377785261839,28
FD002,1,158,4,0.3546593131684758,27
FD002,1,158,5,0.7456718741299351,28
FD002,1,158,6,1.5669986855178015,28
FD002,1,158,7,0.417956759534912,28
FD002,1,158,8,0.5827298378861964,28
FD002,1,158,9,0.49717282040963706,28
FD002,1,157,0,0.429841784415572,20
FD002,1,157,1,0.4399059049699212,21
FD002,1,157,2,0.49253932688598767,21
FD002,1,157,3,0.4640256326486978,20
FD002,1,157,4,0.16179701364288124,21
FD002,1,157,5,0.1947946781596422,21
FD002,1,157,6,0.6344925414116942,20
FD002,1,157,7,1.0663714037505805,21
FD002,1,157,8,0.576087993201148,21
FD002,1,157,9,0.4084695097426993,21
FD002,1,235,0,0.6641760207052168,15
FD002,1,235,1,2.1716793868960815,15
FD002,1,235,2,0.5752908107749007,15
FD002,1,235,3,0.2502906100867629,16
FD002,1,235,4,0.3126083550878401,15
FD002,1,235,5,0.1901410938894024,15
FD002,1,235,6,0.5691482434500172,16
FD002,1,235,7,0.22549560811330166,15
FD002,1,235,8,0.29530146484792896,15
FD002,1,235,9,0.5007264225505812,16
FD002,1,140,0,0.2995512542509334,18
FD002,1,140,1,0.327232687441151,18
FD002,1,140,2,0.6879176801610188,19
FD002,1,140,3,0.4263124780120654,18
FD002,1,140,4,1.1696427990414338,18
FD002,1,140,5,0.5024617314829599,19
FD002,1,140,6,0.483320581923809,18
FD002,1,140,7,1.1321898025631791,19
FD002,1,140,8,1.2530514303058933,18
FD002,1,140,9,0.3752785458905411,19
FD002,1,213,0,0.4045054480100768,16
FD002,1,213,1,0.3568249947221924,17
FD002,1,213,2,0.32919705529018994,16
FD002,1,213,3,0.2578438845308822,17
FD002,1,213,4,2.436970474369283,16
FD002,1,213,5,0.4835015107896824,17
FD002,1,213,6,1.296736830875087,17
FD002,1,213,7,0.8260274323892746,16
FD002,1,213,8,0.7727597431828163,17
FD002,1,213,9,1.0274771798023492,17
FD002,1,147,0,0.39326855541968386,17
FD002,1,147,1,0.24682332842915694,18
FD002,1,147,2,0.42021552090868575,18
FD002,1,147,3,0.36255225355131654,17
FD002,1,147,4,1.5038968431693551,18
FD002,1,147,5,0.7131629237941621,18
FD002,1,147,6,2.2368218454235373,17
FD002,1,147,7,0.7931293723985704,18
FD002,1,147,8,0.653133084565296,18
FD002,1,147,9,0.5977263681304947,18
FD002,1,102,0,0.9211715407403762,13
FD002,1,102,1,0.26017969908966615,13
FD002,1,102,2,0.53681853926748,14
FD002,1,102,3,0.5214439888792131,13
FD002,1,102,4,0.4032370675773965,13
FD002,1,102,5,0.3383601586504775,14
FD002,1,102,6,0.6745659411575755,13
FD002,1,102,7,0.8068427494416692,14
FD002,1,102,8,0.9580053062600432,13
FD002,1,102,9,1.1842851749344607,14
FD002,1,21,0,0.1951248778784433,15
FD002,1,21,1,0.4424338988500669,16
FD002,1,21,2,0.23596312609115527,16
FD002,1,21,3,1.68360100892303,16
FD002,1,21,4,2.1334757495435275,16
FD002,1,21,5,0.6058655520669521,16
FD002,1,21,6,0.6982222072015121,16
FD002,1,21,7,0.7002612668507229,16
FD002,1,21,8,0.7525644807426223,16
FD002,1,21,9,0.5661595212805206,16
FD002,1,179,0,0.4861306758377169,15
FD002,1,179,1,1.0191329251156627,15
FD002,1,179,2,0.36894823067495186,15
FD002,1,179,3,0.5338125336871766,15
FD002,1,179,4,1.4402982862419473,15
FD002,1,179,5,0.3717757744957861,15
FD002,1,179,6,0.9669285012427102,15
FD002,1,179,7,0.8163402235443158,15
FD002,1,179,8,0.916445437046032,15
FD002,1,179,9,0.637807510063785,16
FD002,1,26,0,0.5849603009649098,15
FD002,1,26,1,0.5843870406824252,16
FD002,1,26,2,0.2890251131885043,16
FD002,1,26,3,0.7167831570968606,15
FD002,1,26,4,0.13725083181312764,16
FD002,1,26,5,1.0270248498203998,16
FD002,1,26,6,1.185360104257418,15
FD002,1,26,7,0.454080910317485,16
FD002,1,26,8,1.2376893650752185,16
FD002,1,26,9,1.006765372906158,16
FD002,1,135,0,0.4045025140584767,26
FD002,1,135,1,0.51119611030574,26
FD002,1,135,2,0.5341006964691215,27
FD002,1,135,3,0.853875849330407,26
FD002,1,135,4,0.9487139199841159,26
FD002,1,135,5,0.5964211777861111,27
FD002,1,135,6,0.17572672132987216,26
FD002,1,135,7,0.7820105210098808,27
FD002,1,135,8,0.27529385352731095,26
FD002,1,135,9,0.6919840006912582,27
FD002,1,238,0,0.25723267134229877,12
FD002,1,238,1,0.22920987401713336,13
FD002,1,238,2,0.8817936563525428,12
FD002,1,238,3,3.0208005140226337,13
FD002,1,238,4,0.3760847342699294,12
FD002,1,238,5,0.08538826142647528,13
FD002,1,238,6,0.34223492497714775,13
FD002,1,238,7,1.2073570320811666,12
FD002,1,238,8,0.4045729507533292,13
FD002,1,238,9,0.3046537503732149,13
FD002,1,72,0,0.7328376573193622,16
FD002,1,72,1,1.1541540008811007,17
FD002,1,72,2,0.9643174856553225,16
FD002,1,72,3,0.5670571603227678,17
FD002,1,72,4,0.24835693325134323,16
FD002,1,72,5,0.7609647676700007,17
FD002,1,72,6,1.4255727811836065,17
FD002,1,72,7,0.5059055558997531,16
FD002,1,72,8,0.3323681418390234,17
FD002,1,72,9,0.6782099889653332,17
FD002,1,205,0,0.5414803849070566,16
FD002,1,205,1,0.7695548749335471,17
FD002,1,205,2,0.6502072728324895,17
FD002,1,205,3,0.2530918422008366,17
FD002,1,205,4,0.4699610731129651,16
FD002,1,205,5,0.35518031813211837,17
FD002,1,205,6,0.324571663324566,17
FD002,1,205,7,0.35965003856998873,17
FD002,1,205,8,0.4153021724368123,17
FD002,1,205,9,0.3856085967378954,17
FD002,1,130,0,0.46859373406393084,15
FD002,1,130,1,1.1710605295706489,15
FD002,1,130,2,0.3682102438862904,15
FD002,1,130,3,0.820716445922426,15
FD002,1,130,4,0.4714568165136052,15
FD002,1,130,5,2.3849685361243225,16
FD002,1,130,6,1.2236108782560113,15
FD002,1,130,7,1.319999873489443,15
FD002,1,130,8,1.0875353361897033,15
FD002,1,130,9,0.7069306845929673,16
FD002,1,145,0,0.20421522179416182,22
FD002,1,145,1,0.3030155947510499,22
FD002,1,145,2,0.3167610288666727,22
FD002,1,145,3,0.37762076938600103,22
FD002,1,145,4,0.3486806830888732,22
FD002,1,145,5,0.8002876763959101,22
FD002,1,145,6,0.772317744236013,22
FD002,1,145,7,0.3783958189716806,22
FD002,1,145,8,0.8148345061446504,22
FD002,1,145,9,0.7235719635631198,23
FD002,1,193,0,0.6619647622816351,14
FD002,1,193,1,0.6972321221373828,14
FD002,1,193,2,0.4173677796855348,14
FD002,1,193,3,1.0725253803974795,14
FD002,1,193,4,1.4915791044045172,14
FD002,1,193,5,1.3951950510935753,15
FD002,1,193,6,0.5734484728639615,14
FD002,1,193,7,0.9662748191186659,14
FD002,1,193,8,1.0271290857321755,14
FD002,1,193,9,1.2107975538769304,15
FD002,1,80,0,0.9261731488449129,19
FD002,1,80,1,0.520906311440952,19
FD002,1,80,2,1.980426870024949,19
FD002,1,80,3,0.849512054060137,19
FD002,1,80,4,0.5067772481429835,19
FD002,1,80,5,0.33418312738893513,19
FD002,1,80,6,0.5403831398829682,19
FD002,1,80,7,0.26358408485493434,19
FD002,1,80,8,1.0514656612992503,19
FD002,1,80,9,0.9854270230126205,20
FD002,1,134,0,0.2846227710739017,21
FD002,1,134,1,0.35189646808803443,22
FD002,1,134,2,0.4589040613088142,22
FD002,1,134,3,0.371674854098455,21
FD002,1,134,4,0.44770267157621596,22
FD002,1,134,5,0.5978589576882154,22
FD002,1,134,6,0.7523588755653366,21
FD002,1,134,7,0.7927168333256864,22
FD002,1,134,8,0.5306412433856809,22
FD002,1,134,9,0.688879986337582,22
FD002,1,204,0,0.8307902850204663,20
FD002,1,204,1,0.5793527415062564,21
FD002,1,204,2,1.3607419272932904,21
FD002,1,204,3,0.8849267045053748,20
FD002,1,204,4,0.8961418163139075,21
FD002,1,204,5,1.2366266503381735,21
FD002,1,204,6,0.8091873478677568,20
FD002,1,204,7,1.4966474316227156,21
FD002,1,204,8,0.9516470298641606,21
FD002,1,204,9,0.4716953244879722,21
FD002,1,138,0,0.7679455289625645,16
FD002,1,138,1,0.6796549983200569,17
FD002,1,138,2,0.6749930353020601,18
FD002,1,138,3,1.1179042847832743,16
FD002,1,138,4,0.47139651742217437,17
FD002,1,138,5,1.2836723669993342,18
FD002,1,138,6,0.4014880710193674,17
FD002,1,138,7,0.15516738654027706,16
FD002,1,138,8,0.7996627715420882,17
FD002,1,138,9,0.8564749161429941,18
FD002,1,256,0,0.1493914266167255,13
FD002,1,256,1,0.09497305582963503,13
FD002,1,256,2,0.5390182840634692,13
FD002,1,256,3,1.6470553405814605,14
FD002,1,256,4,1.485374381454906,13
FD002,1,256,5,1.904947159434378,13
FD002,1,256,6,1.432312605863434,14
FD002,1,256,7,0.5479428473811582,13
FD002,1,256,8,0.5554555364482897,13
FD002,1,256,9,0.7615547962897671,14
FD002,1,73,0,0.5426071836102186,20
FD002,1,73,1,0.6577429983109514,21
FD002,1,73,2,0.6728975715434361,21
FD002,1,73,3,1.1694307347230466,21
FD002,1,73,4,0.1647098720737882,21
FD002,1,73,5,0.2840025870202586,21
FD002,1,73,6,0.5230141689252266,21
FD002,1,73,7,0.7715881215142348,21
FD002,1,73,8,0.37714115188308284,21
FD002,1,73,9,1.6661479761097566,21
FD002,1,236,0,0.5334826897969762,20
FD002,1,236,1,0.8908113466223149,21
FD002,1,236,2,0.7894579181892012,21
FD002,1,236,3,1.904990845456567,21
FD002,1,236,4,1.0124264912429564,21
FD002,1,236,5,1.8018269219737073,21
FD002,1,236,6,1.1170951402750242,21
FD002,1,236,7,0.5169692532603434,21
FD002,1,236,8,1.6948071844734358,21
FD002,1,236,9,0.8623492408674317,21
FD002,1,38,0,0.28209368838297394,14
FD002,1,38,1,0.3681619608727921,15
FD002,1,38,2,0.7482708939498033,15
FD002,1,38,3,0.6379334327320361,14
FD002,1,38,4,0.7421038907791804,15
FD002,1,38,5,0.8034963727528183,15
FD002,1,38,6,0.9080499185255189,14
FD002,1,38,7,2.061019373560264,15
FD002,1,38,8,0.4558944552940147,15
FD002,1,38,9,0.9505563872874588,15
FD002,2,5,0,0.31199174388119166,12
FD002,2,5,1,1.2057755145528062,12
FD002,2,5,2,1.5040133594168599,13
FD002,2,5,3,1.060406138449131,12
FD002,2,5,4,2.1635974967198592,12
FD002,2,5,5,2.9593100076210908,13
FD002,2,5,6,1.498013496162816,12
FD002,2,5,7,1.3856608740402763,13
FD002,2,5,8,1.0852452645904966,12
FD002,2,5,9,0.749417888780201,13
FD002,2,103,0,0.48749120986735056,24
FD002,2,103,1,0.47200010694767097,25
FD002,2,103,2,0.6305640499148841,26
FD002,2,103,3,0.7460868036706346,24
FD002,2,103,4,0.7347388745238174,25
FD002,2,103,5,0.9770494967739038,26
FD002,2,103,6,1.320686223322372,25
FD002,2,103,7,0.28418195201401414,24
FD002,2,103,8,0.4991500575494968,25
FD002,2,103,9,0.4350863040599885,26
FD002,2,196,0,0.9224716902370107,20
FD002,2,196,1,1.1199988993113412,21
FD002,2,196,2,0.9595736834442616,21
FD002,2,196,3,1.3090414301333841,21
FD002,2,196,4,1.040368501510258,21
FD002,2,196,5,1.0517980751288882,21
FD002,2,196,6,1.1868941424788426,21
FD002,2,196,7,1.460877727821459,21
FD002,2,196,8,0.129107195478863,21
FD002,2,196,9,0.3100623198328835,21
FD002,2,168,0,0.3722783713545561,18
FD002,2,168,1,0.5760285374310317,19
FD002,2,168,2,0.5479167367531048,19
FD002,2,168,3,0.7405554165895535,18
FD002,2,168,4,0.2724997094633371,19
FD002,2,168,5,0.34914611786430044,19
FD002,2,168,6,0.6178136934905621,18
FD002,2,168,7,0.5523991467724367,19
FD002,2,168,8,0.4931379658347584,19
FD002,2,168,9,1.4826166105673797,19
FD002,2,38,0,0.3666238830074603,14
FD002,2,38,1,0.44643892823435466,15
FD002,2,38,2,0.47635306873876776,15
FD002,2,38,3,0.738572560073329,14
FD002,2,38,4,0.9845030899669281,15
FD002,2,38,5,0.9423403813469562,15
FD002,2,38,6,1.3785658037409085,14
FD002,2,38,7,1.5556359415977012,15
FD002,2,38,8,0.6271554208291148,15
FD002,2,38,9,1.2254564510304349,15
FD002,2,117,0,0.9339088507984306,14
FD002,2,117,1,1.0233371986050241,15
FD002,2,117,2,0.14545079871629762,15
FD002,2,117,3,0.046780061294784236,14
FD002,2,117,4,0.30898086047660744,15
FD002,2,117,5,0.7562174632000825,15
FD002,2,117,6,1.3077569165016212,14
FD002,2,117,7,0.5490023103471414,15
FD002,2,117,8,1.0878310439435364,15
FD002,2,117,9,0.9685354313040102,15
FD002,2,125,0,0.41292426921917635,13
FD002,2,125,1,0.1291501582761015,14
FD002,2,125,2,0.9697274984400768,14
FD002,2,125,3,1.7870368226489126,14
FD002,2,125,4,1.3277842783474192,13
FD002,2,125,5,2.2670034219455664,14
FD002,2,125,6,1.5176877041164045,14
FD002,2,125,7,0.6458713411943218,14
FD002,2,125,8,1.0108393803912525,14
FD002,2,125,9,1.8798208516619204,14
FD002,2,149,0,0.7265650772893651,25
FD002,2,149,1,0.5639414847626117,26
FD002,2,149,2,0.7748302843697223,26
FD002,2,149,3,0.9435159928993462,26
FD002,2,149,4,1.0446661819189642,26
FD002,2,149,5,1.4492578705525165,26
FD002,2,149,6,0.8147527953616489,26
FD002,2,149,7,0.6302764741710474,26
FD002,2,149,8,0.691917806758887,26
FD002,2,149,9,0.6377965995295724,26
FD002,2,219,0,0.5212434555120447,12
FD002,2,219,1,0.10854038122927862,13
FD002,2,219,2,0.3689821379233256,12
FD002,2,219,3,0.7559678708804908,13
FD002,2,219,4,0.692386629311489,12
FD002,2,219,5,0.8872460708594818,13
FD002,2,219,6,0.8244394756869536,13
FD002,2,219,7,0.9091678994486803,12
FD002,2,219,8,1.1138612683758775,13
FD002,2,219,9,0.7485081554878015,13
FD002,2,32,0,0.7530676733921986,25
FD002,2,32,1,0.7714696032672523,25
FD002,2,32,2,0.9504513189757657,25
FD002,2,32,3,0.6978933468226611,25
FD002,2,32,4,0.7612289323696267,25
FD002,2,32,5,1.3918903063816803,25
FD002,2,32,6,0.9463735411402312,25
FD002,2,32,7,0.8245963337269397,25
FD002,2,32,8,1.7829205680379991,25
FD002,2,32,9,0.7251653397764453,26
FD002,2,64,0,0.4085904513018583,25
FD002,2,64,1,0.7276826632326443,25
FD002,2,64,2,0.6931225571862064,25
FD002,2,64,3,0.6794332433670344,25
FD002,2,64,4,0.8445738607186901,25
FD002,2,64,5,0.34622811270650344,26
FD002,2,64,6,0.4569850919891701,25
FD002,2,64,7,0.3445717688601474,25
FD002,2,64,8,0.4123839192034735,25
FD002,2,64,9,0.6304619751430818,26
FD002,2,48,0,0.605539929690488,20
FD002,2,48,1,0.5220129650885263,21
FD002,2,48,2,0.6628271556348703,21
FD002,2,48,3,0.6233370495491743,21
FD002,2,48,4,0.5164016359123829,21
FD002,2,48,5,0.6268184056624474,21
FD002,2,48,6,0.7401384130490168,21
FD002,2,48,7,0.3595084369533148,21
FD002,2,48,8,0.3053870674430818,21
FD002,2,48,9,0.5707720943306742,21
FD002,2,214,0,0.11938676045215761,11
FD002,2,214,1,0.16449733727970722,12
FD002,2,214,2,0.7702372910921338,11
FD002,2,214,3,1.5861581045189623,12
FD002,2,214,4,1.6473722522449645,11
FD002,2,214,5,1.609269677669591,12
FD002,2,214,6,0.6830095116252476,12
FD002,2,214,7,0.4868748808479718,11
FD002,2,214,8,1.265318528337065,12
FD002,2,214,9,0.8896335222398464,12
FD002,2,254,0,0.5129181648577803,22
FD002,2,254,1,0.6622627522480662,23
FD002,2,254,2,0.5581969722110173,24
FD002,2,254,3,0.9141314354052159,22
FD002,2,254,4,0.6139260037948308,23
FD002,2,254,5,0.21075707421900408,24
FD002,2,254,6,1.2112727775342453,23
FD002,2,254,7,0.7610042426942474,22
FD002,2,254,8,0.34704437084233447,23
FD002,2,254,9,0.17067624590508132,24
FD002,2,96,0,0.14307963529541037,17
FD002,2,96,1,0.2936742565994829,18
FD002,2,96,2,0.2556754782781028,18
FD002,2,96,3,0.6769926467558341,18
FD002,2,96,4,1.1103552622490085,17
FD002,2,96,5,2.034436169341402,18
FD002,2,96,6,1.4254360176821073,18
FD002,2,96,7,0.630516504644328,18
FD002,2,96,8,1.0202759283043803,18
FD002,2,96,9,0.28268889919935236,18
FD002,2,178,0,0.09035950510478473,11
FD002,2,178,1,1.015151467643146,12
FD002,2,178,2,1.2630080126320555,12
FD002,2,178,3,1.6214460710721126,12
FD002,2,178,4,1.779425417843931,11
FD002,2,178,5,1.7879968445510326,12
FD002,2,178,6,1.7575959270320383,12
FD002,2,178,7,0.9660230298292511,12
FD002,2,178,8,0.4641803080306964,12
FD002,2,178,9,0.3744718198729339,12
FD002,2,163,0,0.3954965412088162,17
FD002,2,163,1,0.6352061488526801,17
FD002,2,163,2,0.595993673726529,17
FD002,2,163,3,0.21332832194384832,18
FD002,2,163,4,0.8575062151516524,17
FD002,2,163,5,0.3000377662196321,17
FD002,2,163,6,0.6067883791072972,18
FD002,2,163,7,0.5687889633675361,17
FD002,2,163,8,0.7845291206868085,17
FD002,2,163,9,0.8014181323327139,18
FD002,2,8,0,0.8369939598948376,12
FD002,2,8,1,0.9467573078627629,12
FD002,2,8,2,0.8257527475102606,12
FD002,2,8,3,0.333602090939606,12
FD002,2,8,4,1.197507719373335,12
FD002,2,8,5,1.2821917154319904,12
FD002,2,8,6,0.8872929317375098,12
FD002,2,8,7,0.12928568768319496,12
FD002,2,8,8,1.416650232535055,12
FD002,2,8,9,0.6732984723349049,13
FD002,2,105,0,0.6684900704922402,27
FD002,2,105,1,0.6749661560865112,27
FD002,2,105,2,0.8564650295396725,27
FD002,2,105,3,0.8682334178572042,28
FD002,2,105,4,1.1389125460345781,27
FD002,2,105,5,1.3738521277318485,27
FD002,2,105,6,2.2963224337602863,28
FD002,2,105,7,0.5333307453859282,27
FD002,2,105,8,2.1471170494737577,27
FD002,2,105,9,0.9881658814128297,28
FD002,2,76,0,0.3149857879571881,21
FD002,2,76,1,0.5358505279001509,21
FD002,2,76,2,0.3668159007197162,22
FD002,2,76,3,0.3867484859990457,21
FD002,2,76,4,0.07342047823211217,21
FD002,2,76,5,0.891741459920385,22
FD002,2,76,6,0.4254779505809184,21
FD002,2,76,7,1.6105684775923397,22
FD002,2,76,8,0.5785766425690013,21
FD002,2,76,9,0.9282327759797655,22
FD002,2,211,0,0.4586263118052307,18
FD002,2,211,1,0.5306857705146995,18
FD002,2,211,2,0.5100375860636767,19
FD002,2,211,3,0.637579142114737,18
FD002,2,211,4,0.29020181873336615,18
FD002,2,211,5,0.6038663079441068,19
FD002,2,211,6,0.7528522141942192,18
FD002,2,211,7,0.21315539950068188,19
FD002,2,211,8,0.8820817379182644,18
FD002,2,211,9,1.022139973035859,19
FD002,2,44,0,0.2628801601362331,17
FD002,2,44,1,0.4427732703539607,17
FD002,2,44,2,0.5672473541619167,18
FD002,2,44,3,0.42080263016688285,17
FD002,2,44,4,1.0495404683180896,18
FD002,2,44,5,0.3708306892778541,18
FD002,2,44,6,0.7471687152128609,17
FD002,2,44,7,0.41638283358136374,17
FD002,2,44,8,0.582190404867545,18
FD002,2,44,9,0.33814745317548983,18
FD002,2,23,0,0.34772168574815604,18
FD002,2,23,1,0.37788111709452554,18
FD002,2,23,2,0.525709710378452,18
FD002,2,23,3,0.15676579151475165,18
FD002,2,23,4,1.1878587466680952,18
FD002,2,23,5,0.9390830589013572,18
FD002,2,23,6,1.4199407860612976,18
FD002,2,23,7,0.799570845758981,18
FD002,2,23,8,1.2630072104548273,18
FD002,2,23,9,1.1029690069530629,19
FD002,2,73,0,0.6950712773969943,20
FD002,2,73,1,0.8419735960254365,21
FD002,2,73,2,0.7030624890993727,21
FD002,2,73,3,1.095788131815759,21
FD002,2,73,4,0.35804066214179375,21
FD002,2,73,5,0.1966290548549457,21
FD002,2,73,6,0.21218080679969914,21
FD002,2,73,7,0.18893063427923187,21
FD002,2,73,8,0.5102878182909837,21
FD002,2,73,9,1.608802255483181,21
FD002,2,16,0,0.429598069457376,12
FD002,2,16,1,1.0163525832904055,12
FD002,2,16,2,2.2293501264242104,13
FD002,2,16,3,2.6867604312292404,12
FD002,2,16,4,1.9539212430975903,12
FD002,2,16,5,2.6653056049696287,13
FD002,2,16,6,1.712171603709798,12
FD002,2,16,7,1.3421782875627557,13
FD002,2,16,8,0.7689370399921056,12
FD002,2,16,9,0.791845876642675,13
FD002,2,169,0,0.9744483986536532,15
FD002,2,169,1,0.6468970104229105,15
FD002,2,169,2,0.7949762783992369,16
FD002,2,169,3,0.5693145459802997,15
FD002,2,169,4,1.0208387575715474,16
FD002,2,169,5,1.4205827450559223,16
FD002,2,169,6,0.7587813882252677,15
FD002,2,169,7,1.0537298500143142,15
FD002,2,169,8,0.3835584368737808,16
FD002,2,169,9,0.20657796725564018,16
FD002,3,67,0,1.4903669124715881,11
FD002,3,67,1,2.8968520119713435,11
FD002,3,67,2,1.7263951303585885,12
FD002,3,67,3,3.2269716806544344,11
FD002,3,67,4,3.498989281523016,12
FD002,3,67,5,1.1995821194080907,12
FD002,3,67,6,1.4995167601027013,11
FD002,3,67,7,1.7492051066935483,11
FD002,3,67,8,1.5635787933821303,12
FD002,3,67,9,1.6273936480387579,12
FD002,3,151,0,0.5746816539194117,14
FD002,3,151,1,0.3793438128512037,15
FD002,3,151,2,0.19614791915156432,15
FD002,3,151,3,0.08322424773454436,14
FD002,3,151,4,0.348903278404086,15
FD002,3,151,5,2.865024570412142,15
FD002,3,151,6,0.654026026686852,14
FD002,3,151,7,1.2791972530741698,15
FD002,3,151,8,0.60077162144538,15
FD002,3,151,9,0.4209725621051364,15
FD002,3,219,0,0.29592250412624027,12
FD002,3,219,1,0.4241344172438679,13
FD002,3,219,2,0.5590506381195959,12
FD002,3,219,3,0.8297213134567856,13
FD002,3,219,4,0.5847458630436266,12
FD002,3,219,5,1.0509008165678955,13
FD002,3,219,6,1.0385458566985595,13
FD002,3,219,7,1.202385879888658,12
FD002,3,219,8,1.216551597767541,13
FD002,3,219,9,1.0140181656239022,13
FD002,3,82,0,1.1406136360146577,16
FD002,3,82,1,1.5229525285810641,17
FD002,3,82,2,2.168117455285964,18
FD002,3,82,3,1.1089422205235067,16
FD002,3,82,4,0.39359394535800535,17
FD002,3,82,5,2.160492921849347,18
FD002,3,82,6,1.1983762957971422,17
FD002,3,82,7,1.0694037292171565,16
FD002,3,82,8,0.5597673912920279,17
FD002,3,82,9,0.6748136232266645,18
FD002,3,27,0,0.5935570130700079,14
FD002,3,27,1,0.5128203992821234,15
FD002,3,27,2,0.16080881390228907,14
FD002,3,27,3,2.5243920205026087,15
FD002,3,27,4,0.6227150799545308,14
FD002,3,27,5,1.9398604100381527,15
FD002,3,27,6,1.9004979775473663,15
FD002,3,27,7,0.8129627363496357,14
FD002,3,27,8,0.6159773374591468,15
FD002,3,27,9,0.30756761232173047,15
FD002,3,143,0,0.6957365035902637,13
FD002,3,143,1,0.49582202359416655,14
FD002,3,143,2,0.26911125121286106,13
FD002,3,143,3,0.5651426328812158,14
FD002,3,143,4,1.3947896640772781,13
