fd,seed,unit,bin,median_abs_s,n
FD002,0,59,1,0.7604359899917768,16
FD002,0,59,2,0.4910204497973467,17
FD002,0,59,3,0.5266674817889925,16
FD002,0,59,4,1.071625545958267,16
FD002,0,59,5,0.27194987444829366,17
FD002,0,59,6,0.09348548773345838,16
FD002,0,59,7,0.8384174147535204,17
FD002,0,59,8,0.6377775568981675,16
FD002,0,59,9,0.8541018805460645,17
FD002,0,141,0,0.4495748244806283,13
FD002,0,141,1,0.19666521514100369,13
FD002,0,141,2,0.8519803732322695,13
FD002,0,141,3,2.138503069000244,14
FD002,0,141,4,0.7478579188693467,13
FD002,0,141,5,1.6320215649457566,13
FD002,0,141,6,1.129007287131265,14
FD002,0,141,7,1.7889136044591547,13
FD002,0,141,8,0.8798787533385914,13
FD002,0,141,9,0.19404981318483822,14
FD002,0,89,0,0.42526888809362734,15
FD002,0,89,1,0.7160340988658869,16
FD002,0,89,2,0.32923119679551505,16
FD002,0,89,3,0.6530041224017373,16
FD002,0,89,4,0.9737729408511077,15
FD002,0,89,5,0.4085665224686269,16
FD002,0,89,6,0.3933000038461707,16
FD002,0,89,7,0.6238950974138975,16
FD002,0,89,8,0.4650354387160024,16
FD002,0,89,9,1.3771533214988272,16
FD002,0,217,0,0.1775973263883654,13
FD002,0,217,1,1.893547807505954,13
FD002,0,217,2,2.4348660523276733,13
FD002,0,217,3,2.2378957072644057,13
FD002,0,217,4,4.675121523907473,13
FD002,0,217,5,1.8299866700902991,14
FD002,0,217,6,1.4904220263666468,13
FD002,0,217,7,0.7296736060325298,13
FD002,0,217,8,1.4351342509557243,13
FD002,0,217,9,0.6867131001094323,14
FD002,0,71,0,0.7401031320903926,16
FD002,0,71,1,0.6473010000325441,16
FD002,0,71,2,0.36631405393864036,17
FD002,0,71,3,0.2499388671066443,16
FD002,0,71,4,0.3343219501647465,16
FD002,0,71,5,0.4471457802625526,17
FD002,0,71,6,0.567076004790809,16
FD002,0,71,7,0.6352249621891809,17
FD002,0,71,8,0.231803939196852,16
FD002,0,71,9,0.2319647362936354,17
FD002,0,88,0,0.3678231486176638,33
FD002,0,88,1,0.35704660858572146,33
FD002,0,88,2,0.30464343312301406,34
FD002,0,88,3,0.5336967371867486,33
FD002,0,88,4,0.7777085992146113,34
FD002,0,88,5,0.8291781126522302,34
FD002,0,88,6,0.7824405909773983,33
FD002,0,88,7,0.4917552183398617,33
FD002,0,88,8,0.4422169126230633,34
FD002,0,88,9,0.4753538574703907,34
FD002,0,37,0,0.396917793936624,17
FD002,0,37,1,0.7191622268220623,18
FD002,0,37,2,0.5177452912912311,19
FD002,0,37,3,0.2727759164673456,17
FD002,0,37,4,0.5719249434984586,18
FD002,0,37,5,0.2257649155534951,19
FD002,0,37,6,2.4234151810599767,18
FD002,0,37,7,0.34589544917162884,17
FD002,0,37,8,0.31878908618611546,18
FD002,0,37,9,0.4364405395820482,19
FD002,0,243,0,0.9429860132120411,19
FD002,0,243,1,0.8837658345542463,20
FD002,0,243,2,1.2094145333103676,21
FD002,0,243,3,1.3584318561907418,19
FD002,0,243,4,1.9873543511095104,20
FD002,0,243,5,0.8124839133410929,21
FD002,0,243,6,1.590516437481819,20
FD002,0,243,7,1.6062444926303978,19
FD002,0,243,8,0.49783747173663356,20
FD002,0,243,9,0.47267813322190977,21
FD002,0,22,0,0.8285987475795277,16
FD002,0,22,1,0.6495095051784565,16
FD002,0,22,2,0.7119785651577226,16
FD002,0,22,3,0.45957646905367555,16
FD002,0,22,4,1.8028701136824368,16
FD002,0,22,5,0.5584365904449974,17
FD002,0,22,6,0.8350122164416843,16
FD002,0,22,7,1.9063764885968704,16
FD002,0,22,8,0.930341557633672,16
FD002,0,22,9,0.6459011246050762,17
FD002,0,212,0,0.4689231984691033,11
FD002,0,212,1,2.966137146957455,12
FD002,0,212,2,2.027279649257262,12
FD002,0,212,3,1.6952371991738198,12
FD002,0,212,4,1.376145350855898,12
FD002,0,212,5,1.9669567260903276,12
