fd,seed,unit,n_unit,t_knee_idx,t_knee_norm,t_cp_idx,t_cp_norm,cusum_triggered
FD004,3,150,120,,,26,0.21666666666666667,True
FD004,3,139,222,96.0,0.43243243243243246,101,0.45495495495495497,True
FD004,3,170,132,6.0,0.045454545454545456,43,0.32575757575757575,True
FD004,3,108,275,149.0,0.5418181818181819,29,0.10545454545454545,True
FD004,3,203,295,169.0,0.5728813559322034,69,0.23389830508474577,True
FD004,3,148,164,38.0,0.23170731707317074,55,0.3353658536585366,True
FD004,3,22,182,56.0,0.3076923076923077,72,0.3956043956043956,True
FD004,3,1,292,166.0,0.5684931506849316,61,0.2089041095890411,True
FD004,3,201,349,223.0,0.6389684813753582,18,0.05157593123209169,True
FD004,3,185,230,104.0,0.45217391304347826,39,0.16956521739130434,True
FD004,3,132,225,99.0,0.44,78,0.3466666666666667,True
FD004,3,153,139,13.0,0.09352517985611511,51,0.3669064748201439,True
FD004,3,107,154,28.0,0.18181818181818182,33,0.21428571428571427,True
FD004,4,57,164,38.0,0.23170731707317074,163,0.9939024390243902,True
FD004,4,167,234,108.0,0.46153846153846156,75,0.32051282051282054,True
FD004,4,202,212,86.0,0.4056603773584906,39,0.18396226415094338,True
FD004,4,150,120,,,28,0.23333333333333334,True
FD004,4,22,182,56.0,0.3076923076923077,77,0.4230769230769231,True
FD004,4,234,178,52.0,0.29213483146067415,47,0.2640449438202247,True
FD004,4,1,292,166.0,0.5684931506849316,83,0.2842465753424658,True
FD004,4,132,225,99.0,0.44,110,0.4888888888888889,True
FD004,4,53,275,149.0,0.5418181818181819,67,0.24363636363636362,True
FD004,4,127,206,80.0,0.3883495145631068,65,0.3155339805825243,True
FD004,4,39,173,47.0,0.27167630057803466,60,0.3468208092485549,True
FD004,4,45,148,22.0,0.14864864864864866,148,1.0,False
FD004,4,179,406,280.0,0.6896551724137931,80,0.19704433497536947,True
FD004,4,165,226,100.0,0.4424778761061947,102,0.45132743362831856,True
FD004,4,244,238,112.0,0.47058823529411764,45,0.18907563025210083,True
FD004,4,58,252,126.0,0.5,53,0.21031746031746032,True
FD004,4,247,182,56.0,0.3076923076923077,61,0.33516483516483514,True
FD004,4,56,318,192.0,0.6037735849056604,47,0.14779874213836477,True
FD004,4,95,210,84.0,0.4,95,0.4523809523809524,True
FD004,4,110,157,31.0,0.19745222929936307,37,0.2356687898089172,True
FD004,4,104,174,48.0,0.27586206896551724,36,0.20689655172413793,True
FD004,4,59,148,22.0,0.14864864864864866,68,0.4594594594594595,True
FD004,4,138,149,23.0,0.15436241610738255,101,0.6778523489932886,True
FD004,4,51,256,130.0,0.5078125,67,0.26171875,True
FD004,4,201,349,223.0,0.6389684813753582,29,0.0830945558739255,True
FD004,4,88,359,233.0,0.649025069637883,150,0.4178272980501393,True
FD004,4,105,141,15.0,0.10638297872340426,28,0.19858156028368795,True
FD004,4,130,137,11.0,0.08029197080291971,27,0.19708029197080293,True
FD004,4,198,135,9.0,0.06666666666666667,46,0.34074074074074073,True
FD004,4,184,350,224.0,0.64,39,0.11142857142857143,True
FD004,4,175,127,1.0,0.007874015748031496,98,0.7716535433070866,True
FD004,4,123,197,71.0,0.3604060913705584,4,0.02030456852791878,True
