fd,seed,unit,n_unit,t_knee_idx,t_knee_norm,t_cp_idx,t_cp_norm,cusum_triggered
FD002,2,168,188,62.0,0.32978723404255317,128,0.6808510638297872,True
FD002,2,38,148,22.0,0.14864864864864866,38,0.25675675675675674,True
FD002,2,117,148,22.0,0.14864864864864866,148,1.0,False
FD002,2,125,139,13.0,0.09352517985611511,37,0.26618705035971224,True
FD002,2,149,260,134.0,0.5153846153846153,106,0.4076923076923077,True
FD002,2,219,127,1.0,0.007874015748031496,69,0.5433070866141733,True
FD002,2,32,252,126.0,0.5,49,0.19444444444444445,True
FD002,2,64,253,127.0,0.5019762845849802,69,0.2727272727272727,True
FD002,2,48,210,84.0,0.4,44,0.20952380952380953,True
FD002,2,214,117,,,26,0.2222222222222222,True
FD002,2,254,231,105.0,0.45454545454545453,43,0.18614718614718614,True
FD002,2,96,179,53.0,0.29608938547486036,61,0.3407821229050279,True
FD002,2,178,119,,,35,0.29411764705882354,True
FD002,2,163,174,48.0,0.27586206896551724,35,0.20114942528735633,True
FD002,2,8,122,,,57,0.4672131147540984,True
FD002,2,105,274,148.0,0.5401459854014599,54,0.19708029197080293,True
FD002,2,76,215,89.0,0.413953488372093,37,0.17209302325581396,True
FD002,2,211,185,59.0,0.31891891891891894,58,0.31351351351351353,True
FD002,2,44,176,50.0,0.2840909090909091,36,0.20454545454545456,True
FD002,2,23,182,56.0,0.3076923076923077,43,0.23626373626373626,True
FD002,2,73,210,84.0,0.4,73,0.3476190476190476,True
FD002,2,16,125,,,26,0.208,True
FD002,2,169,156,30.0,0.19230769230769232,42,0.2692307692307692,True
FD002,3,70,127,1.0,0.007874015748031496,28,0.2204724409448819,True
FD002,3,91,216,90.0,0.4166666666666667,45,0.20833333333333334,True
FD002,3,180,268,142.0,0.5298507462686567,76,0.2835820895522388,True
FD002,3,130,153,27.0,0.17647058823529413,73,0.477124183006536,True
FD002,3,61,189,63.0,0.3333333333333333,55,0.291005291005291,True
FD002,3,192,104,,,25,0.2403846153846154,True
FD002,3,3,177,51.0,0.288135593220339,9,0.05084745762711865,True
FD002,3,67,116,,,41,0.35344827586206895,True
FD002,3,151,148,22.0,0.14864864864864866,71,0.4797297297297297,True
FD002,3,219,127,1.0,0.007874015748031496,45,0.3543307086614173,True
FD002,3,82,171,45.0,0.2631578947368421,36,0.21052631578947367,True
FD002,3,27,147,21.0,0.14285714285714285,41,0.2789115646258503,True
FD002,3,143,137,11.0,0.08029197080291971,58,0.4233576642335766,True
FD002,3,168,188,62.0,0.32978723404255317,62,0.32978723404255317,True
FD002,3,94,277,151.0,0.5451263537906137,56,0.20216606498194944,True
FD002,3,173,122,,,33,0.27049180327868855,True
FD002,3,149,260,134.0,0.5153846153846153,53,0.20384615384615384,True
FD002,3,225,127,1.0,0.007874015748031496,36,0.28346456692913385,True
FD002,3,167,203,77.0,0.3793103448275862,40,0.19704433497536947,True
FD002,3,120,100,,,35,0.35,True
FD002,3,150,193,67.0,0.3471502590673575,71,0.36787564766839376,True
FD002,3,139,165,39.0,0.23636363636363636,41,0.24848484848484848,True
FD002,3,170,150,24.0,0.16,55,0.36666666666666664,True
FD002,3,259,176,50.0,0.2840909090909091,79,0.44886363636363635,True
FD002,3,108,127,1.0,0.007874015748031496,82,0.6456692913385826,True
FD002,3,203,240,114.0,0.475,29,0.12083333333333333,True
FD002,3,148,250,124.0,0.496,46,0.184,True
FD002,3,254,231,105.0,0.45454545454545453,47,0.20346320346320346,True
FD002,3,22,163,37.0,0.22699386503067484,62,0.3803680981595092,True
FD002,3,257,280,154.0,0.55,54,0.19285714285714287,True
FD002,3,132,154,28.0,0.18181818181818182,51,0.33116883116883117,True
FD002,3,250,155,29.0,0.1870967741935484,41,0.2645161290322581,True
FD002,3,153,263,137.0,0.5209125475285171,51,0.19391634980988592,True
FD002,4,259,176,50.0,0.2840909090909091,89,0.5056818181818182,True
FD002,4,195,161,35.0,0.21739130434782608,38,0.2360248447204969,True
FD002,4,57,111,,,31,0.27927927927927926,True
FD002,4,231,115,,,31,0.26956521739130435,True
FD002,4,167,203,77.0,0.3793103448275862,40,0.19704433497536947,True
FD002,4,202,168,42.0,0.25,5,0.02976190476190476,True
FD002,4,150,193,67.0,0.3471502590673575,55,0.2849740932642487,True
FD002,4,22,163,37.0,0.22699386503067484,60,0.36809815950920244,True
FD002,4,248,205,79.0,0.3853658536585366,205,1.0,False
FD002,4,1,120,,,120,1.0,False
FD002,4,132,154,28.0,0.18181818181818182,81,0.525974025974026,True
FD002,4,53,119,,,24,0.20168067226890757,True
FD002,4,235,154,28.0,0.18181818181818182,154,1.0,False
FD002,4,127,227,101.0,0.44493392070484583,57,0.2511013215859031,True
FD002,4,39,185,59.0,0.31891891891891894,59,0.31891891891891894,True
FD002,4,45,122,,,24,0.19672131147540983,True
FD002,4,179,152,26.0,0.17105263157894737,117,0.7697368421052632,True
FD002,4,165,136,10.0,0.07352941176470588,53,0.3897058823529412,True
FD002,4,105,274,148.0,0.5401459854014599,76,0.2773722627737226,True
FD002,4,58,133,7.0,0.05263157894736842,32,0.24060150375939848,True
FD002,4,184,142,16.0,0.11267605633802817,142,1.0,False
FD002,4,56,134,8.0,0.05970149253731343,134,1.0,False
FD002,4,95,169,43.0,0.25443786982248523,70,0.41420118343195267,True
FD002,4,110,192,66.0,0.34375,43,0.22395833333333334,True
FD002,4,104,199,73.0,0.36683417085427134,50,0.25125628140703515,True
FD002,4,59,165,39.0,0.23636363636363636,165,1.0,False
FD002,4,138,171,45.0,0.2631578947368421,171,1.0,False
FD002,4,51,264,138.0,0.5227272727272727,118,0.44696969696969696,True
FD002,4,201,162,36.0,0.2222222222222222,61,0.3765432098765432,True
FD002,4,88,336,210.0,0.625,19,0.05654761904761905,True
FD002,4,198,176,50.0,0.2840909090909091,176,1.0,False
FD002,4,175,173,47.0,0.27167630057803466,80,0.4624277456647399,True
FD002,4,123,197,71.0,0.3604060913705584,117,0.5939086294416244,True
FD003,0,13,156,30,0.19230769230769232,156,1.0,False
FD003,0,89,178,52,0.29213483146067415,56,0.3146067415730337,True
FD003,0,71,380,254,0.6684210526315789,146,0.38421052631578945,True
FD003,0,88,293,167,0.5699658703071673,160,0.5460750853242321,True
FD003,0,37,295,169,0.5728813559322034,125,0.423728813559322,True
FD003,0,22,163,37,0.22699386503067484,32,0.19631901840490798,True
FD003,0,84,197,71,0.3604060913705584,36,0.18274111675126903,True
FD003,0,10,452,326,0.7212389380530974,144,0.3185840707964602,True
FD003,0,97,246,120,0.4878048780487805,38,0.15447154471544716,True
FD003,0,68,172,46,0.26744186046511625,51,0.29651162790697677,True
FD003,0,65,205,79,0.3853658536585366,66,0.32195121951219513,True
FD003,0,48,145,19,0.1310344827586207,48,0.3310344827586207,True
FD003,0,45,176,50,0.2840909090909091,42,0.23863636363636365,True
FD003,1,7,395,269.0,0.6810126582278481,32,0.0810126582278481,True
FD003,1,72,203,77.0,0.3793103448275862,25,0.12315270935960591,True
FD003,1,77,226,100.0,0.4424778761061947,42,0.18584070796460178,True
FD003,1,2,224,98.0,0.4375,92,0.4107142857142857,True
FD003,1,17,283,157.0,0.5547703180212014,112,0.3957597173144876,True
FD003,1,65,205,79.0,0.3853658536585366,41,0.2,True
FD003,1,80,118,,,38,0.3220338983050847,True
FD003,1,6,249,123.0,0.4939759036144578,21,0.08433734939759036,True
FD003,1,76,124,,,24,0.1935483870967742,True
FD003,1,10,452,326.0,0.7212389380530974,103,0.22787610619469026,True
FD003,1,73,186,60.0,0.3225806451612903,63,0.3387096774193548,True
FD003,1,13,156,30.0,0.19230769230769232,156,1.0,False
FD003,1,38,172,46.0,0.26744186046511625,57,0.3313953488372093,True
FD003,2,48,145,19.0,0.1310344827586207,48,0.3310344827586207,True
FD003,2,86,312,186.0,0.5961538461538461,30,0.09615384615384616,True
FD003,2,94,363,237.0,0.6528925619834711,72,0.19834710743801653,True
FD003,2,50,132,6.0,0.045454545454545456,29,0.2196969696969697,True
FD003,2,35,202,76.0,0.37623762376237624,53,0.2623762376237624,True
FD003,2,8,238,112.0,0.47058823529411764,47,0.19747899159663865,True
FD003,2,76,124,,,25,0.20161290322580644,True
FD003,2,83,152,26.0,0.17105263157894737,31,0.20394736842105263,True
FD003,2,44,151,25.0,0.16556291390728478,151,1.0,False
FD003,2,23,167,41.0,0.24550898203592814,52,0.31137724550898205,True
FD003,2,73,186,60.0,0.3225806451612903,68,0.3655913978494624,True
FD003,2,16,315,189.0,0.6,19,0.06031746031746032,True
FD003,2,41,266,140.0,0.5263157894736842,17,0.06390977443609022,True
FD003,3,21,191,65,0.3403141361256545,78,0.4083769633507853,True
FD003,3,39,259,133,0.5135135135135135,46,0.1776061776061776,True
FD003,3,95,137,11,0.08029197080291971,137,1.0,False
FD003,3,11,168,42,0.25,45,0.26785714285714285,True
FD003,3,42,164,38,0.23170731707317074,40,0.24390243902439024,True
FD003,3,75,230,104,0.45217391304347826,90,0.391304347826087,True
FD003,3,20,309,183,0.5922330097087378,37,0.11974110032362459,True
FD003,3,22,163,37,0.22699386503067484,32,0.19631901840490798,True
FD003,3,1,230,104,0.45217391304347826,15,0.06521739130434782,True
FD003,3,73,186,60,0.3225806451612903,63,0.3387096774193548,True
FD003,3,57,186,60,0.3225806451612903,21,0.11290322580645161,True
FD003,3,4,243,117,0.48148148148148145,48,0.19753086419753085,True
FD003,3,25,164,38,0.23170731707317074,61,0.3719512195121951,True
FD003,4,37,295,169.0,0.5728813559322034,97,0.3288135593220339,True
FD003,4,58,149,23.0,0.15436241610738255,70,0.4697986577181208,True
FD003,4,91,127,1.0,0.007874015748031496,28,0.2204724409448819,True
FD003,4,99,116,,,24,0.20689655172413793,True
FD003,4,59,270,144.0,0.5333333333333333,33,0.12222222222222222,True
FD003,4,10,452,326.0,0.7212389380530974,144,0.3185840707964602,True
FD003,4,51,161,35.0,0.21739130434782608,32,0.19875776397515527,True
FD003,4,73,186,60.0,0.3225806451612903,62,0.3333333333333333,True
FD003,4,88,293,167.0,0.5699658703071673,64,0.21843003412969283,True
FD003,4,2,224,98.0,0.4375,31,0.13839285714285715,True
FD003,4,70,143,17.0,0.11888111888111888,31,0.21678321678321677,True
FD003,4,56,166,40.0,0.24096385542168675,33,0.19879518072289157,True
FD003,4,47,240,114.0,0.475,83,0.3458333333333333,True
FD004,0,209,132,6.0,0.045454545454545456,27,0.20454545454545456,True
FD004,0,116,315,189.0,0.6,45,0.14285714285714285,True
FD004,0,149,232,106.0,0.45689655172413796,10,0.04310344827586207,True
FD004,0,242,193,67.0,0.3471502590673575,57,0.29533678756476683,True
FD004,0,73,152,26.0,0.17105263157894737,49,0.3223684210526316,True
FD004,0,78,221,95.0,0.4298642533936652,33,0.1493212669683258,True
FD004,0,26,268,142.0,0.5298507462686567,51,0.19029850746268656,True
FD004,0,166,240,114.0,0.475,11,0.04583333333333333,True
FD004,0,82,168,42.0,0.25,45,0.26785714285714285,True
FD004,0,235,170,44.0,0.25882352941176473,59,0.34705882352941175,True
FD004,0,175,127,1.0,0.007874015748031496,42,0.33070866141732286,True
FD004,0,238,158,32.0,0.20253164556962025,42,0.26582278481012656,True
FD004,0,40,177,51.0,0.288135593220339,39,0.22033898305084745,True
FD004,0,231,165,39.0,0.23636363636363636,48,0.2909090909090909,True
FD004,0,194,116,,,116,1.0,False
FD004,0,59,148,22.0,0.14864864864864866,63,0.42567567567567566,True
FD004,0,141,170,44.0,0.25882352941176473,170,1.0,False
FD004,0,89,139,13.0,0.09352517985611511,54,0.38848920863309355,True
FD004,0,217,171,45.0,0.2631578947368421,40,0.23391812865497075,True
FD004,0,71,283,157.0,0.5547703180212014,53,0.1872791519434629,True
FD004,0,88,359,233.0,0.649025069637883,87,0.24233983286908078,True
FD004,0,37,359,233.0,0.649025069637883,65,0.181058495821727,True
FD004,0,22,182,56.0,0.3076923076923077,72,0.3956043956043956,True
FD004,0,212,200,74.0,0.37,28,0.14,True
FD004,0,10,325,199.0,0.6123076923076923,16,0.04923076923076923,True
FD004,0,104,174,48.0,0.27586206896551724,34,0.19540229885057472,True
FD004,0,196,145,19.0,0.1310344827586207,41,0.2827586206896552,True
FD004,0,68,134,8.0,0.05970149253731343,134,1.0,False
FD004,0,193,168,42.0,0.25,33,0.19642857142857142,True
FD004,0,118,514,388.0,0.754863813229572,66,0.12840466926070038,True
FD004,0,48,293,167.0,0.5699658703071673,178,0.6075085324232082,True
FD004,0,173,428,302.0,0.705607476635514,83,0.1939252336448598,True
FD004,1,245,176,50.0,0.2840909090909091,39,0.2215909090909091,True
FD004,1,142,180,54.0,0.3,71,0.39444444444444443,True
FD004,1,87,230,104.0,0.45217391304347826,37,0.1608695652173913,True
FD004,1,97,233,107.0,0.4592274678111588,44,0.1888412017167382,True
FD004,1,223,218,92.0,0.42201834862385323,180,0.8256880733944955,True
FD004,1,216,215,89.0,0.413953488372093,43,0.2,True
FD004,1,69,197,71.0,0.3604060913705584,38,0.19289340101522842,True
FD004,1,51,256,130.0,0.5078125,63,0.24609375,True
FD004,1,143,155,29.0,0.1870967741935484,32,0.2064516129032258,True
FD004,1,158,370,244.0,0.6594594594594595,15,0.04054054054054054,True
FD004,1,157,269,143.0,0.5315985130111525,71,0.26394052044609667,True
FD004,1,140,269,143.0,0.5315985130111525,25,0.09293680297397769,True
FD004,1,213,168,42.0,0.25,32,0.19047619047619047,True
FD004,1,147,205,79.0,0.3853658536585366,43,0.2097560975609756,True
FD004,1,102,165,39.0,0.23636363636363636,122,0.7393939393939394,True
FD004,1,21,198,72.0,0.36363636363636365,104,0.5252525252525253,True
FD004,1,179,406,280.0,0.6896551724137931,78,0.1921182266009852,True
FD004,1,26,268,142.0,0.5298507462686567,52,0.19402985074626866,True
FD004,1,135,120,,,25,0.20833333333333334,True
FD004,1,72,279,153.0,0.5483870967741935,231,0.8279569892473119,True
FD004,1,205,213,87.0,0.4084507042253521,11,0.051643192488262914,True
FD004,1,130,137,11.0,0.08029197080291971,27,0.19708029197080293,True
FD004,1,145,199,73.0,0.36683417085427134,22,0.11055276381909548,True
FD004,1,193,168,42.0,0.25,168,1.0,False
FD004,1,80,276,150.0,0.5434782608695652,16,0.057971014492753624,True
FD004,1,134,218,92.0,0.42201834862385323,142,0.6513761467889908,True
FD004,1,204,182,56.0,0.3076923076923077,41,0.22527472527472528,True
FD004,1,138,149,23.0,0.15436241610738255,90,0.6040268456375839,True
FD004,1,73,152,26.0,0.17105263157894737,68,0.4473684210526316,True
FD004,1,141,170,44.0,0.25882352941176473,16,0.09411764705882353,True
FD004,1,236,196,70.0,0.35714285714285715,53,0.27040816326530615,True
FD004,1,38,148,22.0,0.14864864864864866,148,1.0,False
FD004,2,39,173,47.0,0.27167630057803466,34,0.19653179190751446,True
FD004,2,104,174,48.0,0.27586206896551724,36,0.20689655172413793,True
FD004,2,52,328,202.0,0.6158536585365854,48,0.14634146341463414,True
FD004,2,108,275,149.0,0.5418181818181819,34,0.12363636363636364,True
FD004,2,171,370,244.0,0.6594594594594595,16,0.043243243243243246,True
FD004,2,5,164,38.0,0.23170731707317074,33,0.20121951219512196,True
FD004,2,103,195,69.0,0.35384615384615387,56,0.28717948717948716,True
FD004,2,196,145,19.0,0.1310344827586207,41,0.2827586206896552,True
FD004,2,168,167,41.0,0.24550898203592814,74,0.4431137724550898,True
FD004,2,38,148,22.0,0.14864864864864866,148,1.0,False
FD004,2,117,313,187.0,0.597444089456869,24,0.07667731629392971,True
FD004,2,125,210,84.0,0.4,25,0.11904761904761904,True
FD004,2,149,232,106.0,0.45689655172413796,9,0.03879310344827586,True
FD004,2,219,161,35.0,0.21739130434782608,32,0.19875776397515527,True
FD004,2,32,190,64.0,0.3368421052631579,9,0.04736842105263158,True
FD004,2,64,155,29.0,0.1870967741935484,99,0.6387096774193548,True
FD004,2,48,293,167.0,0.5699658703071673,94,0.32081911262798635,True
FD004,2,214,99,,,27,0.2727272727272727,True
FD004,2,242,193,67.0,0.3471502590673575,29,0.15025906735751296,True
FD004,2,96,241,115.0,0.47717842323651455,131,0.5435684647302904,True
FD004,2,178,141,15.0,0.10638297872340426,79,0.5602836879432624,True
FD004,2,163,256,130.0,0.5078125,7,0.02734375,True
FD004,2,8,201,75.0,0.373134328358209,41,0.20398009950248755,True
FD004,2,105,141,15.0,0.10638297872340426,28,0.19858156028368795,True
FD004,2,76,123,,,40,0.3252032520325203,True
FD004,2,211,117,,,74,0.6324786324786325,True
FD004,2,44,174,48.0,0.27586206896551724,35,0.20114942528735633,True
FD004,2,23,251,125.0,0.49800796812749004,39,0.1553784860557769,True
FD004,2,73,152,26.0,0.17105263157894737,85,0.5592105263157895,True
FD004,2,238,158,32.0,0.20253164556962025,42,0.26582278481012656,True
FD004,2,16,155,29.0,0.1870967741935484,35,0.22580645161290322,True
FD004,2,169,198,72.0,0.36363636363636365,81,0.4090909090909091,True
FD004,3,91,325,199.0,0.6123076923076923,72,0.22153846153846155,True
FD004,3,180,315,189.0,0.6,52,0.16507936507936508,True
FD004,3,130,137,11.0,0.08029197080291971,27,0.19708029197080293,True
FD004,3,61,215,89.0,0.413953488372093,39,0.1813953488372093,True
FD004,3,192,161,35.0,0.21739130434782608,48,0.2981366459627329,True
FD004,3,3,278,152.0,0.5467625899280576,79,0.2841726618705036,True
FD004,3,67,138,12.0,0.08695652173913043,32,0.2318840579710145,True
FD004,3,151,322,196.0,0.6086956521739131,51,0.15838509316770186,True
FD004,3,219,161,35.0,0.21739130434782608,34,0.2111801242236025,True
FD004,3,82,168,42.0,0.25,46,0.27380952380952384,True
FD004,3,27,134,8.0,0.05970149253731343,134,1.0,False
FD004,3,143,155,29.0,0.1870967741935484,32,0.2064516129032258,True
FD004,3,168,167,41.0,0.24550898203592814,45,0.2694610778443114,True
FD004,3,94,220,94.0,0.42727272727272725,60,0.2727272727272727,True
FD004,3,173,428,302.0,0.705607476635514,10,0.02336448598130841,True
FD004,3,149,232,106.0,0.45689655172413796,9,0.03879310344827586,True
FD004,3,225,389,263.0,0.6760925449871465,112,0.2879177377892031,True
FD004,3,167,234,108.0,0.46153846153846156,78,0.3333333333333333,True
FD004,3,120,148,22.0,0.14864864864864866,48,0.32432432432432434,True
